code,provinceCode,districtCode,nameTH,nameEN
100101,10,1001,พระบรมมหาราชวัง,Phra Borom Maha Ratchawang
100102,10,1001,วังบูรพาภิรมย์,Wang Burapha Phirom
100103,10,1001,วัดราชบพิธ,Wat Ratchabophit
100104,10,1001,สำราญราษฎร์,Samran Rat
100105,10,1001,ศาลเจ้าพ่อเสือ,San Chaopho Suea
100106,10,1001,เสาชิงช้า,Sao Chingcha
100107,10,1001,บวรนิเวศ,Bowon Niwet
100108,10,1001,ตลาดยอด,Talat Yot
100109,10,1001,ชนะสงคราม,Chana Songkhram
100110,10,1001,บ้านพานถม,Ban Phan Thom
100111,10,1001,บางขุนพรหม,Bang Khun Phrom
100112,10,1001,วัดสามพระยา,Wat Sam Phraya
100201,10,1002,ดุสิต,Dusit
100202,10,1002,วชิรพยาบาล,Wachira Phayaban
100203,10,1002,สวนจิตรลดา,Suan Chit Lada
100204,10,1002,สี่แยกมหานาค,Si Yaek Maha Nak
100205,10,1002,ถนนนครไชยศรี,Thanon Nakhon Chai Si
100301,10,1003,กระทุ่มราย,Krathum Rai
100302,10,1003,หนองจอก,Nong Chok
100303,10,1003,คลองสิบ,Khlong Sip
100304,10,1003,คลองสิบสอง,Khlong Sip Song
100305,10,1003,โคกแฝด,Khok Faet
100306,10,1003,คู้ฝั่งเหนือ,Khu Fang Nuea
100307,10,1003,ลำผักชี,Lam Phakchi
100308,10,1003,ลำต้อยติ่ง,Lam Toi Ting
100401,10,1004,มหาพฤฒาราม,Mahapruttaram
100402,10,1004,สีลม,Silom
100403,10,1004,สุริยวงศ์,Suriyawong
100404,10,1004,บางรัก,Bang Rak
100405,10,1004,สี่พระยา,Si Phraya
100502,10,1005,อนุสาวรีย์,Anusawari
100508,10,1005,ท่าแร้ง,Tha Raeng
100601,10,1006,คลองจั่น,Khlong Chan
100608,10,1006,หัวหมาก,Hua Mak
100701,10,1007,รองเมือง,Rong Mueang
100702,10,1007,วังใหม่,Wang Mai
100703,10,1007,ปทุมวัน,Pathum Wan
100704,10,1007,ลุมพินี,Lumphini
100801,10,1008,ป้อมปราบ,Pom Prap
100802,10,1008,วัดเทพศิรินทร์,Wat Debsirin
100803,10,1008,คลองมหานาค,Khlong Mahanak
100804,10,1008,บ้านบาตร,Ban Bat
100805,10,1008,วัดโสมนัส,Wat Somanas
100905,10,1009,บางจาก,Bang Chak
100910,10,1009,พระโขนงใต้,Phra Khanong Tai
101001,10,1010,มีนบุรี,Min Buri
101002,10,1010,แสนแสบ,San Saab
101101,10,1011,ลาดกระบัง,Lat Krabang
101102,10,1011,คลองสองต้นนุ่น,Khlong Song Ton Nun
101103,10,1011,คลองสามประเวศ,Khlong Sam Prawet
101104,10,1011,ลำปลาทิว,Lam Pla Thew
101105,10,1011,ทับยาว,Thap Yao
101106,10,1011,ขุมทอง,Khun Thong
101203,10,1012,ช่องนนทรี,Chong Nonsi
101204,10,1012,บางโพงพาง,Bang Phong Phang
101301,10,1013,จักรวรรดิ,Chakkrawat
101302,10,1013,สัมพันธวงศ์,Samphanthawong
101303,10,1013,ตลาดน้อย,Talat Noi
101401,10,1014,สามเสนใน,Samsen Nai
101406,10,1014,พญาไท,Phaya Thai
101501,10,1015,วัดกัลยาณ์,Wat Kanlaya
101502,10,1015,หิรัญรูจี,Hiran Ruchi
101503,10,1015,บางยี่เรือ,Bang Yi Ruea
101504,10,1015,บุคคโล,Bukkhalo
101505,10,1015,ตลาดพลู,Talad Plu
101506,10,1015,ดาวคะนอง,Dao Khanong
101507,10,1015,สำเหร่,Samre
101601,10,1016,วัดอรุณ,Wat Arun
101602,10,1016,วัดท่าพระ,Wat Tha Phra
101701,10,1017,ห้วยขวาง,Huai Khwang
101702,10,1017,บางกะปิ,Bang Kapi
101703,10,1017,สามเสนนอก,Samsen Nok
101801,10,1018,สมเด็จเจ้าพระยา,Somdet Chaopraya
101802,10,1018,คลองสาน,Khlong San
101803,10,1018,บางลำภูล่าง,Bang Lamphu Lang
101804,10,1018,คลองต้นไทร,Khlong Ton Sai
101901,10,1019,คลองชักพระ,Khlong Chak Phra
101902,10,1019,ตลิ่งชัน,Taling Chan
101903,10,1019,ฉิมพลี,Chimplee
101904,10,1019,บางพรม,Bang Phrom
101905,10,1019,บางระมาด,Bang Ramat
101907,10,1019,บางเชือกหนัง,Bang Chueak Nang
102004,10,1020,ศิริราช,Siriraj
102005,10,1020,บ้านช่างหล่อ,Ban Chang Lo
102006,10,1020,บางขุนนนท์,Bang Khun Non
102007,10,1020,บางขุนศรี,Bang Khun Si
102009,10,1020,อรุณอมรินทร์,Arun Ammarin
102105,10,1021,ท่าข้าม,Tha Kham
102107,10,1021,แสมดำ,Samae Dam
102201,10,1022,บางหว้า,Bang Wa
102202,10,1022,บางด้วน,Bang Duan
102206,10,1022,บางจาก,Bang Chak
102207,10,1022,บางแวก,Bang Waek
102208,10,1022,คลองขวาง,Khlong Khwang
102209,10,1022,ปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen
102210,10,1022,คูหาสวรรค์,Khuha Sawan
102302,10,1023,หนองแขม,Nong Khaem
102303,10,1023,หนองค้างพลู,Nong Khang Phlu
102401,10,1024,ราษฎร์บูรณะ,Rat Burana
102402,10,1024,บางปะกอก,Bang Pakok
102501,10,1025,บางพลัด,Bang Phlat
102502,10,1025,บางอ้อ,Bang Ao
102503,10,1025,บางบำหรุ,Bang Bamru
102504,10,1025,บางยี่ขัน,Bang Yikhan
102601,10,1026,ดินแดง,Din Daeng
102602,10,1026,รัชดาภิเษก,Ratchadaphisek
102701,10,1027,คลองกุ่ม,Khlong Kum
102704,10,1027,นวมินทร์,Nawamin
102705,10,1027,นวลจันทร์,Nuan Chan
102801,10,1028,ทุ่งวัดดอน,Thung Wat Don
102802,10,1028,ยานนาวา,Yan Nawa
102803,10,1028,ทุ่งมหาเมฆ,Thung Mahamek
102901,10,1029,บางซื่อ,Bang Sue
102902,10,1029,วงศ์สว่าง,Wong Sawang
103001,10,1030,ลาดยาว,Lat Yao
103002,10,1030,เสนานิคม,Sena Nikhom
103003,10,1030,จันทรเกษม,Chan Kasem
103004,10,1030,จอมพล,Chom Phon
103005,10,1030,จตุจักร,Chatuchak
103101,10,1031,บางคอแหลม,Bang Kho Laem
103102,10,1031,วัดพระยาไกร,Wat Phraya Krai
103103,10,1031,บางโคล่,Bang Khlo
103201,10,1032,ประเวศ,Prawet
103202,10,1032,หนองบอน,Nong Bon
103203,10,1032,ดอกไม้,Dok Mai
103301,10,1033,คลองเตย,Khlong Toei
103302,10,1033,คลองตัน,Khlong Ton
103303,10,1033,พระโขนง,Phra Khanong
103401,10,1034,สวนหลวง,Suan Luang
103402,10,1034,อ่อนนุช,On Nut
103403,10,1034,พัฒนาการ,Phatthanakan
103501,10,1035,บางขุนเทียน,Bang Khun Thian
103502,10,1035,บางค้อ,Bang Kho
103503,10,1035,บางมด,Bang Mot
103504,10,1035,จอมทอง,Chom Thong
103602,10,1036,สีกัน,Seekan
103604,10,1036,ดอนเมือง,Don Mueang
103605,10,1036,สนามบิน,Sanambin
103701,10,1037,ทุ่งพญาไท,Thung Phaya Thai
103702,10,1037,ถนนพญาไท,Thanon Phaya Thai
103703,10,1037,ถนนเพชรบุรี,Thanon Phetchaburi
103704,10,1037,มักกะสัน,Makkasan
103801,10,1038,ลาดพร้าว,Lat Phrao
103802,10,1038,จรเข้บัว,Chorakhe Bua
103901,10,1039,คลองเตยเหนือ,Khlong Toei Nuea
103902,10,1039,คลองตันเหนือ,Khlong Tan Nuea
103903,10,1039,พระโขนงเหนือ,Phra Khanong Nuea
104001,10,1040,บางแค,Bang Khae
104002,10,1040,บางแคเหนือ,Bang Khae Nuea
104003,10,1040,บางไผ่,Bang Pai
104004,10,1040,หลักสอง,Lak Song
104101,10,1041,ทุ่งสองห้อง,Thung Song Hong
104102,10,1041,ตลาดบางเขน,Talat Bang Khen
104203,10,1042,สายไหม,Sai Mai
104204,10,1042,ออเงิน,Ao Ngoen
104205,10,1042,คลองถนน,Khlong Thanon
104301,10,1043,คันนายาว,Khanna Yao
104302,10,1043,รามอินทรา,Ram Inthra
104401,10,1044,สะพานสูง,Saphan Sung
104403,10,1044,ทับช้าง,Thap Chang
104402,10,1044,ราษฎร์พัฒนา,Rat Phatthana
104501,10,1045,วังทองหลาง,Wang Thonglang
104502,10,1045,สะพานสอง,Saphansong
104503,10,1045,คลองเจ้าคุณสิงห์,Chao Khun Sing
104504,10,1045,พลับพลา,Phlabphla
104601,10,1046,สามวาตะวันตก,Sam Wa Tawantok
104602,10,1046,สามวาตะวันออก,Sam Wa Tawan Ok
104603,10,1046,บางชัน,Bang Chan
104604,10,1046,ทรายกองดิน,Sai Kong Din
104605,10,1046,ทรายกองดินใต้,Sai Kong Din Tai
104702,10,1047,บางนาเหนือ,Bang Na Nuea
104703,10,1047,บางนาใต้,Bang Na Tai
104801,10,1048,ทวีวัฒนา,Thawi Watthana
104802,10,1048,ศาลาธรรมสพน์,Sala Thammasop
104901,10,1049,บางมด,Bang Mot
104902,10,1049,ทุ่งครุ,Thung Khru
105002,10,1050,บางบอนเหนือ,Bang Bon Nuea
105003,10,1050,บางบอนใต้,Bang Bon Tai
105004,10,1050,คลองบางพราน,Khlong Bang Phran
105005,10,1050,คลองบางบอน,Khlong Bang Bon
110101,11,1101,ปากน้ำ,Pak Nam
110102,11,1101,สำโรงเหนือ,Sam Rong Nua
110103,11,1101,บางเมือง,Bang Muang
110104,11,1101,ท้ายบ้าน,Thai Ban
110105,11,1101,บางปูใหม่,Bang Pu Mai
110106,11,1101,แพรกษา,Phraeksa
110107,11,1101,บางโปรง,Bang Prong
110108,11,1101,บางปู,Bang Pu
110109,11,1101,บางด้วน,Bang Duan
110110,11,1101,บางเมืองใหม่,Bang Mueang Mai
110111,11,1101,เทพารักษ์,Thepharak
110112,11,1101,ท้ายบ้านใหม่,Thai Ban Mai
110113,11,1101,แพรกษาใหม่,Phraeksa Mai
110201,11,1102,บางบ่อ,Bang Bo
110202,11,1102,บ้านระกาศ,Ban Rakat
110203,11,1102,บางพลีน้อย,Bang Phli Noi
110204,11,1102,บางเพรียง,Bang Phriang
110205,11,1102,คลองด่าน,Khlong Dan
110206,11,1102,คลองสวน,Khlong Suan
110207,11,1102,เปร็ง,Preng
110208,11,1102,คลองนิยมยาตรา,Khlong Niyom Yatra
110301,11,1103,บางพลีใหญ่,Bang Phli Yai
110302,11,1103,บางแก้ว,Bang Kaeo
110303,11,1103,บางปลา,Bang Pla
110304,11,1103,บางโฉลง,Bang Chalong
110305,11,1103,ราชาเทวะ,Racha Thewa
110306,11,1103,หนองปรือ,Nong Prue
110401,11,1104,Pak Nam,Talat
110402,11,1104,ตลาด,Bang Phueng
110403,11,1104,บางจาก,Bang Chak
110404,11,1104,บางครุ,Bang Khru
110405,11,1104,บางหญ้าแพรก,Bang Ya Phraek
110406,11,1104,บางหัวเสือ,Bang Hua Suea
110407,11,1104,สำโรงใต้,Samrong Tai
110408,11,1104,บางยอ,Bang Yo
110409,11,1104,บางกะเจ้า,Bang Kachao
110410,11,1104,บางน้ำผึ้ง,Bang Nam Phueng
110411,11,1104,บางกระสอบ,Bang Krasop
110412,11,1104,บางกอบัว,Bang Ko Bua
110413,11,1104,ทรงคนอง,Song Khanong
110414,11,1104,สำโรง,Samrong
110415,11,1104,สำโรงกลาง,Samrong Klang
110501,11,1105,นาเกลือ,Na Kluea
110502,11,1105,บ้านคลองสวน,Ban Khlong Suan
110503,11,1105,แหลมฟ้าผ่า,Laem Fa Pha
110504,11,1105,ปากคลองบางปลากด,Pak Khlong Bang Pla Kot
110505,11,1105,ในคลองบางปลากด,Nai Khlong Bang Pla Kot
110601,11,1106,บางเสาธง,Bang Sao Thong
110602,11,1106,ศรีษะจรเข้น้อย,Sisa Chorakhe Noi
110603,11,1106,ศรีษะจรเข้ใหญ่,Sisa Chorakhe Yai
120101,12,1201,สวนใหญ่,Suan Yai
120102,12,1201,ตลาดขวัญ,Talat Khwan
120103,12,1201,บางเขน,Bang Khen
120104,12,1201,บางกระสอ,Bang Kraso
120105,12,1201,ท่าทราย,Tha Sai
120106,12,1201,บางไผ่,Bang Phai
120107,12,1201,บางศรีเมือง,Bang Si Mueang
120108,12,1201,บางกร่าง,Bang Krang
120109,12,1201,ไทรม้า,Sai Ma
120110,12,1201,บางรักน้อย,Bang Rak Noi
120201,12,1202,วัดชลอ,Wat Chalo
120202,12,1202,บางกรวย,Bang Kruai
120203,12,1202,บางสีทอง,Bang Si Thong
120204,12,1202,บางขนุน,Bang Khanun
120205,12,1202,บางขุนกอง,Bang Khun Kong
120206,12,1202,บางคูเวียง,Bang Khu Wiang
120207,12,1202,มหาสวัสดิ์,Mahasawat
120208,12,1202,ปลายบาง,Plai Bang
120209,12,1202,ศาลากลาง,Sala Klang
120301,12,1203,บางม่วง,Bang Muang
120302,12,1203,บางแม่นาง,Bang Mae Nang
120303,12,1203,บางเลน,Bang Len
120304,12,1203,เสาธงหิน,Sao Thong Hin
120305,12,1203,บางใหญ่,Bang Yai
120306,12,1203,บ้านใหม่,Ban Mai
120401,12,1204,โสนลอย,Sano Loi
120402,12,1204,บางบัวทอง,Bang Bua Thong
120403,12,1204,บางรักใหญ่,Bang Rak Yai
120404,12,1204,บางคูรัด,Bang Khu Rat
120405,12,1204,ละหาร,Lahan
120406,12,1204,ลำโพ,Lam Pho
120407,12,1204,พิมลราช,Phimonrat
120408,12,1204,บางรักพัฒนา,Bang Rak Phatthana
120501,12,1205,ไทรน้อย,Sai Noi
120502,12,1205,ราษฎร์นิยม,Rat Niyom
120503,12,1205,หนองเพรางาย,Nong Phrao Ngai
120504,12,1205,ไทรใหญ่,Sai Yai
120505,12,1205,ขุนศรี,Khun Si
120506,12,1205,คลองขวาง,Khlong Khwang
120507,12,1205,ทวีวัฒนา,Thawi Watthana
120601,12,1206,ปากเกร็ด,Pak Kret
120602,12,1206,บางตลาด,Bang Talat
120603,12,1206,บ้านใหม่,Ban Mai
120604,12,1206,บางพูด,Bang Phut
120605,12,1206,บางตะไนย์,Bang Tanai
120606,12,1206,คลองพระอุดม,Khlong Phra Udom
120607,12,1206,ท่าอิฐ,Tha It
120608,12,1206,เกาะเกร็ด,Ko Kret
120609,12,1206,อ้อมเกร็ด,Om Kret
120610,12,1206,คลองข่อย,Khlong Khoi
120611,12,1206,บางพลับ,Bang Phlap
120612,12,1206,คลองเกลือ,Khlong Kluea
130101,13,1301,บางปรอก,Bang Prok
130102,13,1301,บ้านใหม่,Ban Mai
130103,13,1301,บ้านกลาง,Ban Klang
130104,13,1301,บ้านฉาง,Ban Chang
130105,13,1301,บ้านกระแชง,Ban Krachaeng
130106,13,1301,บางขะแยง,Bang Khayaeng
130107,13,1301,บางคูวัด,Bang Khu Wat
130108,13,1301,บางหลวง,Bang Luang
130109,13,1301,บางเดื่อ,Bang Duea
130110,13,1301,บางพูด,Bang Phut
130111,13,1301,บางพูน,Bang Phun
130112,13,1301,บางกะดี,Bang Kadi
130113,13,1301,สวนพริกไทย,Suan Phrik Thai
130114,13,1301,หลักหก,Lak Hok
130201,13,1302,คลองหนึ่ง,Khlong Nueng
130202,13,1302,คลองสอง,Khlong Song
130203,13,1302,คลองสาม,Khlong Sam
130204,13,1302,คลองสี่,Khlong Si
130205,13,1302,คลองห้า,Khlong Ha
130206,13,1302,คลองหก,Khlong Hok
130207,13,1302,คลองเจ็ด,Khlong Chet
130301,13,1303,ประชาธิปัตย์,Pracha Thipat
130302,13,1303,บึงยี่โถ,Bueng Yitho
130303,13,1303,รังสิต,Rangsit
130304,13,1303,ลำผักกูด,Lam Phak Kut
130305,13,1303,บึงสนั่น,Bueng Sanan
130306,13,1303,บึงน้ำรักษ์,Bueng Nam Rak
130401,13,1304,บึงบา,Bueng Ba
130402,13,1304,บึงบอน,Bueng Bon
130403,13,1304,บึงกาสาม,Bueng Ka Sam
130404,13,1304,บึงชำอ้อ,Bueng Cham O
130405,13,1304,หนองสามวัง,Nong Sam Wang
130406,13,1304,ศาลาครุ,Sala Khru
130407,13,1304,นพรัตน์,Noppharat
130501,13,1305,ระแหง,Rahaeng
130502,13,1305,ลาดหลุมแก้ว,Lat Lum Kaeo
130503,13,1305,คูบางหลวง,Khu Bang Luang
130504,13,1305,คูขวาง,Khu Khwang
130505,13,1305,คลองพระอุดม,Khlong Phra Udom
130506,13,1305,บ่อเงิน,Bo Ngoen
130507,13,1305,หน้าไม้,Na Mai
130601,13,1306,คูคต,Khu Khot
130602,13,1306,ลาดสวาย,Lat Sawai
130603,13,1306,บึงคำพร้อย,Bueng Kham Phoi
130604,13,1306,ลำลูกกา,Lam Luk Ka
130605,13,1306,บึงทองหลาง,Bueng Thong Lang
130606,13,1306,ลำไทร,Lam Sai
130607,13,1306,บึงคอไห,Bueng Kho Hai
130608,13,1306,พืชอุดม,Phuet Udom
130701,13,1307,บางเตย,Bang Toei
130702,13,1307,คลองควาย,Khlong Khwai
130703,13,1307,สามโคก,Sam Khok
130704,13,1307,กระแชง,Krachaeng
130705,13,1307,บางโพธิ์เหนือ,Bang Pho Nuea
130706,13,1307,เชียงรากใหญ่,Chiang Rak Yai
130707,13,1307,บ้านปทุม,Ban Pathum
130708,13,1307,บ้านงิ้ว,Ban Ngio
130709,13,1307,เชียงรากน้อย,Chiang Rak Noi
130710,13,1307,บางกระบือ,Bang Krabue
130711,13,1307,ท้ายเกาะ,Thai Ko
140101,14,1401,ประตูชัย,Pratu Chai
140102,14,1401,กะมัง,Kamang
140103,14,1401,หอรัตนไชย,Ho Rattana Chai
140104,14,1401,หัวรอ,Hua Ro
140105,14,1401,ท่าวาสุกรี,Tha Wasukri
140106,14,1401,ไผ่ลิง,Phai Ling
140107,14,1401,ปากกราน,Pak Kran
140108,14,1401,ภูเขาทอง,Phu Khao Thong
140109,14,1401,สำเภาล่ม,Samphao Lom
140110,14,1401,สวนพริก,Suan Phrik
140111,14,1401,คลองตะเคียน,Khlong Takhian
140112,14,1401,วัดตูม,Wat Tum
140113,14,1401,หันตรา,Han Tra
140114,14,1401,ลุมพลี,Lumphli
140115,14,1401,บ้านใหม่,Ban Mai
140116,14,1401,บ้านเกาะ,Ban Ko
140117,14,1401,คลองสวนพลู,Khlong Suan Phu
140118,14,1401,คลองสระบัว,Khlong Sa Bua
140119,14,1401,เกาะเรียน,Ko Rian
140120,14,1401,บ้านป้อม,Ban Pom
140121,14,1401,บ้านรุม,Ban Run
140201,14,1402,ท่าเรือ,Tha Ruea
140202,14,1402,จำปา,Champa
140203,14,1402,ท่าหลวง,Tha Luang
140204,14,1402,บ้านร่อม,Ban Rom
140205,14,1402,ศาลาลอย,Sala Loi
140206,14,1402,วังแดง,Wang Daeng
140207,14,1402,โพธิ์เอน,Pho En
140208,14,1402,ปากท่า,Pak Tha
140209,14,1402,หนองขนาก,Nong Khanak
140210,14,1402,ท่าเจ้าสนุก,Tha Chao Sanuk
140301,14,1403,นครหลวง,Nakhon Luang
140302,14,1403,ท่าช้าง,Tha Chang
140303,14,1403,บ่อโพง,Bo Phong
140304,14,1403,บ้านชุ้ง,Ban Chung
140305,14,1403,ปากจั่น,Pak Chan
140306,14,1403,บางระกำ,Bang Rakam
140307,14,1403,บางพระครู,Bang Phrakhru
140308,14,1403,แม่ลา,Mae La
140309,14,1403,หนองปลิง,Nong Pling
140310,14,1403,คลองสะแก,Khlong Sakae
140311,14,1403,สามไถ,Sam Thai
140312,14,1403,พระนอน,Phra Non
140401,14,1404,บางไทร,Bang Sai
140402,14,1404,บางพลี,Bang Phli
140403,14,1404,สนามชัย,Sanam Chai
140404,14,1404,บ้านแป้ง,Ban Paeng
140405,14,1404,หน้าไม้,Na Mai
140406,14,1404,บางยี่โท,Bang Yitho
140407,14,1404,แคออก,Khae Ok
140408,14,1404,แคตก,Khae Tok
140409,14,1404,ช่างเหล็ก,Chang Lek
140410,14,1404,กระแชง,Krachaeng
140411,14,1404,บ้างกลึง,Ban Klueng
140412,14,1404,ช้างน้อย,Chang Noi
140413,14,1404,ห่อหมก,Ho Mok
140414,14,1404,ไผ่พระ,Phai Phra
140415,14,1404,กกแก้วบูรพา,Kok Kaeo Burapha
140416,14,1404,ไม้ตรา,Mai Tra
140417,14,1404,บ้านม้า,Ban Ma
140418,14,1404,บ้านเกาะ,Ban Ko
140419,14,1404,ราชคราม,Ratchakhram
140420,14,1404,ช้างใหญ่,Chang Yai
140421,14,1404,โพแตง,Pho Taeng
140422,14,1404,เชียงรากน้อย,Chiang Rak Noi
140423,14,1404,โคกช้าง,Khok Chang
140501,14,1405,บางบาล,Bang Ban
140502,14,1405,วัดยม,Wat Yom
140503,14,1405,ไทรน้อย,Sai Noi
140504,14,1405,สะพานไทย,Saphan Thai
140505,14,1405,มหาพราหมณ์,Mahaphram
140506,14,1405,กบเจา,Kop Chao
140507,14,1405,บ้านคลัง,Ban Khlang
140508,14,1405,พระขาว,Phra Khao
140509,14,1405,น้ำเต้า,Namtao
140510,14,1405,ทางช้าง,Thang Chang
140511,14,1405,วัดตะกู,Wat Taku
140512,14,1405,บางหลวง,Bang Luang
140513,14,1405,บางหลวงโดด,Bang Luang Dot
140514,14,1405,บางหัก,Bang Hak
140515,14,1405,บางชะนี,Bang Chani
140516,14,1405,บ้านกุ่ม,Ban Kum
140601,14,1406,บ้านเลน,Ban Len
140602,14,1406,เชียงรากน้อย,Chiang Rak Noi
140603,14,1406,บ้านโพ,Ban Pho
140604,14,1406,บ้านกรด,Ban Krot
140605,14,1406,บางกระสั้น,Bang Krasan
140606,14,1406,คลองจิก,Khlong Chik
140607,14,1406,บ้านหว้า,Ban Wa
140608,14,1406,วัดยม,Wat Yom
140609,14,1406,บางประแดง,Bang Pradaeng
140610,14,1406,สามเรือน,Sam Ruean
140611,14,1406,เกาะเกิด,Ko Koet
140612,14,1406,บ้านพลับ,Ban Phlap
140613,14,1406,บ้านแป้ง,Ban Paeng
140614,14,1406,คุ้งลาน,Khung Lan
140615,14,1406,ตลิ่งชัน,Taling Chan
140616,14,1406,บ้านสร้าง,Ban Sang
140617,14,1406,ตลาดเกรียบ,Talat Kriap
140618,14,1406,ขนอนหลวง,Khanon Luang
140701,14,1407,บางปะหัน,Bang Pahan
140702,14,1407,ขยาย,Khayai
140703,14,1407,บางเดื่อ,Bang Duea
140704,14,1407,เสาธง,Sao Thong
140705,14,1407,ทางกลาง,Thang Klang
140706,14,1407,บางเพลิง,Bang Phloeng
140707,14,1407,หันสัง,Han Sang
140708,14,1407,บางนางร้า,Bang Nang Ra
140709,14,1407,ตานิม,Tanim
140710,14,1407,ทับน้ำ,Thap Nam
140711,14,1407,บ้านม้า,Ban Ma
140712,14,1407,ขวัญเมือง,Khwan Mueang
140713,14,1407,บ้านลี่,Ban Li
140714,14,1407,โพธิ์สามต้น,Pho Sam Ton
140715,14,1407,พุทเลา,Phut Lao
140716,14,1407,ตาลเอน,Tan En
140717,14,1407,บ้านขล้อ,Ban Khlo
140801,14,1408,ผักไห่,Phak Hai
140802,14,1408,อมฤต,Ammarit
140803,14,1408,บ้านแค,Ban Khae
140804,14,1408,ลาดน้ำเค็ม,Lat Nam Khem
140805,14,1408,ตาลาน,Ta Lan
140806,14,1408,ท่าดินแดง,Tha Din Daeng
140807,14,1408,ดอนลาน,Don Lan
140808,14,1408,นาคู,Na Khu
140809,14,1408,กุฎี,Ku Di
140810,14,1408,ลำตะเคียน,Lam Takhian
140811,14,1408,โคกช้าง,Khok Chang
140812,14,1408,จักราช,Chakkarat
140813,14,1408,หนองน้ำใหญ่,Nong Nam Yai
140814,14,1408,ลาดชิด,Lat Chit
140815,14,1408,หน้าโคก,Na Khok
140816,14,1408,บ้านใหญ่,Ban Yai
140901,14,1409,ภาชี,Phachi
140902,14,1409,โคกม่วง,Khok Muang
140903,14,1409,ระโสม,Rasom
140904,14,1409,หนองน้ำใส,Nong Nam Sai
140905,14,1409,ดอนหญ้านาง,Don Ya Nang
140906,14,1409,ไผ่ล้อม,Phai Lom
140907,14,1409,กระจิว,Krachio
140908,14,1409,พระแก้ว,Phra Kaeo
141001,14,1410,ลาดบัวหลวง,Lat Bua Luang
141002,14,1410,หลักชัย,Lak Chai
141003,14,1410,สามเมือง,Sam Mueang
141004,14,1410,พระยาบันลือ,Phraya Banlue
141005,14,1410,สิงหนาท,Singhanat
141006,14,1410,คู้สลอด,Khu Salot
141007,14,1410,คลองพระยาบันลือ,Khlong Phraya Banlue
141101,14,1411,ลำตาเสา,Lam Ta Sao
141102,14,1411,บ่อตาโล่,Bo Ta Lo
141103,14,1411,วังน้อย,Wang Noi
141104,14,1411,ลำไทร,Lam Sai
141105,14,1411,สนับทึบ,Sanap Thuep
141106,14,1411,พยอม,Phayom
141107,14,1411,หันตะเภา,Han Taphao
141109,14,1411,ข้าวงาม,Wang Chula
141108,14,1411,วังจุฬา,Khao Ngam
141110,14,1411,ชะแมบ,Chamaep
141201,14,1412,เสนา,Sena
141202,14,1412,บ้านแพน,Ban Phaen
141203,14,1412,เจ้าเจ็ด,Chao Chet
141204,14,1412,สามกอ,Sam Ko
141205,14,1412,บางนมโค,Bang Nom Kho
141206,14,1412,หัวเวียง,Hua Wiang
141207,14,1412,มารวิชัย,Man Wichai
141208,14,1412,บ้านโพธิ์,Ban Pho
141209,14,1412,รางจรเข้,Rang Chorakhe
141210,14,1412,บ้านกระทุ่ม,Ban Krathum
141211,14,1412,บ้านแถว,Ban Thaeo
141212,14,1412,ชายนา,Chai Na
141213,14,1412,สามตุ่ม,Sam Tum
141214,14,1412,ลาดงา,Lat Nga
141215,14,1412,ดอนทอง,Don Thong
141216,14,1412,บ้านหลวง,Ban Luang
141217,14,1412,เจ้าเสด็จ,Chao Sadet
141301,14,1413,บางซ้าย,Bang Sai
141302,14,1413,แก้วฟ้า,Kaeo Fa
141303,14,1413,เต่าเล่า,Tao Lao
141304,14,1413,ปลายกลัด,Plai Klat
141305,14,1413,เทพมงคล,Thep Mongkhon
141306,14,1413,วังพัฒนา,Wang Phatthana
141401,14,1414,คานหาม,Khan Ham
141402,14,1414,บ้านช้าง,Ban Chang
141403,14,1414,สามบัณฑิต,Sam Bandit
141404,14,1414,บ้านหีบ,Ban Hip
141405,14,1414,หนองไม้ซุง,Nong Mai Sung
141406,14,1414,อุทัย,Uthai
141407,14,1414,เสนา,Sena
141408,14,1414,หนองน้ำส้ม,Nong Nam Som
141409,14,1414,โพสาวหาญ,Pho Sao Han
141410,14,1414,ธนู,Thanu
141411,14,1414,ข้าวเม่า,Khao Mao
141501,14,1415,หัวไผ่,Hua Phai
141502,14,1415,กะทุ่ม,Kathum
141503,14,1415,มหาราช,Maharat
141504,14,1415,น้ำเต้า,Namtao
141505,14,1415,บางนา,Bang Na
141506,14,1415,โรงช้าง,Rong Chang
141507,14,1415,เจ้าปลุก,Chao Pluk
141508,14,1415,พิตเพียน,Phit Phian
141509,14,1415,บ้านนา,Ban Na
141510,14,1415,บ้านขวาง,Ban Khwang
141511,14,1415,ท่าตอ,Tha To
141512,14,1415,บ้านใหม่,Ban Mai
141601,14,1416,บ้านแพรก,Ban Phraek
141602,14,1416,บ้านใหม่,Ban Mai
141603,14,1416,สำพะเนียง,Sam Phaniang
141604,14,1416,คลองน้อย,Khlong Noi
141605,14,1416,สองห้อง,Song Hong
150101,15,1501,ตลาดหลวง,Talat Luang
150102,15,1501,บางแก้ว,Bang Kaeo
150103,15,1501,ศาลาแดง,Sala Daeng
150104,15,1501,ป่างิ้ว,Pa Ngio
150105,15,1501,บ้านแห,Ban Hae
150106,15,1501,ตลาดกรวด,Talat Kruat
150107,15,1501,มหาดไทย,Mahatthai
150108,15,1501,บ้านอิฐ,Ban It
150109,15,1501,หัวไผ่,Hua Phai
